/ 2-D RADIALLY AVERAGED POWER SPECTRUM
/
/ Average Spectrum Density  Ln(E) =   1.85096e+01
/
/   CYC/K_unit       Norm_Contr_Samp  Ln_P             3_DEPTH          5_DEPTH
/ -------------------------------------------------------------------------------
/
    3.50000e-01      6.13863e+02     -1.31770e+01      0.00000e+00      2.81090e+00
    3.53571e-01      6.25192e+02     -1.30316e+01      3.72695e+00      1.90429e+00
    3.57143e-01      6.26501e+02     -1.35115e+01      4.42721e+00      3.30994e+00
    3.60714e-01      6.33415e+02     -1.34290e+01      1.77566e+00      2.92091e+00
    3.64286e-01      6.44018e+02     -1.36709e+01      2.55985e+00      1.37660e+00
    3.67857e-01      6.43458e+02     -1.36587e+01      0.00000e+00      1.01665e+00
    3.71429e-01      6.56561e+02     -1.36524e+01      6.95802e-01      5.71372e-01
    3.75000e-01      6.56780e+02     -1.37212e+01      1.22402e+00      0.00000e+00
    3.78571e-01      6.68200e+02     -1.37623e+01      0.00000e+00      0.00000e+00
    3.82143e-01      6.73638e+02     -1.35388e+01      0.00000e+00      0.00000e+00
    3.85714e-01      6.74904e+02     -1.36862e+01      1.18234e+00      5.74377e-01
    3.89286e-01      6.87606e+02     -1.36449e+01      1.38903e+00      1.85648e+00
    3.92857e-01      6.88104e+02     -1.38108e+01      2.99806e+00      0.00000e+00
    3.96429e-01      7.00958e+02     -1.39140e+01      0.00000e+00      0.00000e+00
    4.00000e-01      7.03368e+02     -1.30860e+01      0.00000e+00      0.00000e+00
    4.03571e-01      7.06965e+02     -1.33454e+01      7.54768e-01      0.00000e+00
    4.07143e-01      7.19597e+02     -1.31538e+01      0.00000e+00      0.00000e+00
    4.10714e-01      7.19946e+02     -1.32506e+01      0.00000e+00      0.00000e+00
    4.14286e-01      7.31773e+02     -1.30028e+01      0.00000e+00      2.82930e-01
    4.17857e-01      7.32952e+02     -1.32075e+01      3.01112e+00      1.05425e+00
    4.21429e-01      7.40571e+02     -1.32731e+01      6.32226e-01      2.25865e-01
    4.25000e-01      7.51268e+02     -1.32642e+01      0.00000e+00      0.00000e+00
    4.28571e-01      7.50430e+02     -1.30069e+01      0.00000e+00      0.00000e+00
    4.32143e-01      7.62692e+02     -1.29591e+01      1.62829e+00      0.00000e+00
    4.35714e-01      7.63288e+02     -1.31530e+01      0.00000e+00      0.00000e+00
    4.39286e-01      7.75654e+02     -1.28152e+01      0.00000e+00      5.44316e-01
    4.42857e-01      7.80085e+02     -1.30285e+01      4.62388e+00      1.04898e+00
    4.46429e-01      7.82920e+02     -1.32302e+01      0.00000e+00      1.31630e+00
    4.50000e-01      7.93237e+02     -1.30205e+01      0.00000e+00      1.13789e+00
    4.53571e-01      7.95557e+02     -1.31776e+01      4.08865e+00      1.52868e+00
    4.57143e-01      8.07295e+02     -1.33875e+01      1.08325e+00      1.62068e+00
    4.60714e-01      8.09281e+02     -1.32749e+01      0.00000e+00      7.76309e-01
    4.64286e-01      8.15563e+02     -1.33597e+01      1.55553e+00      3.88269e-02
    4.67857e-01      8.24987e+02     -1.34145e+01      0.00000e+00      0.00000e+00
    4.71429e-01      8.27956e+02     -1.32583e+01      0.00000e+00      0.00000e+00
    4.75000e-01      8.38529e+02     -1.32743e+01      1.54952e-01      0.00000e+00
    4.78571e-01      8.38600e+02     -1.32722e+01      0.00000e+00      0.00000e+00
    4.82143e-01      8.48206e+02     -1.32433e+01      0.00000e+00      0.00000e+00
    4.85714e-01      8.57386e+02     -1.32044e+01      0.00000e+00      0.00000e+00
    4.89286e-01      8.58276e+02     -1.31988e+01      0.00000e+00      0.00000e+00
    4.92857e-01      8.69568e+02     -1.32014e+01      7.51683e-02      7.93705e-01
    4.96429e-01      8.69092e+02     -1.32055e+01      2.33979e+00                *
    5.00000e-01      8.61300e+02     -1.34114e+01      4.58821e+00                *
