! Landmark Zmap grid output
! Created by BainGeo
@output_ext_lct.dat  ,GRID,  4
        20,    0.1000000015E+31,       ,     7,       1
        80,        64,  1118000.0000,  1181000.0000,  5481000.0000,  5560000.0000
        0.0000,        0.0000,        0.0000
@
    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.1280939453E+04
    0.1252784180E+04    0.1224828125E+04    0.1190057617E+04    0.1148346680E+04
    0.1097963867E+04    0.1038764648E+04    0.9673056641E+03    0.8835019531E+03
    0.7883281250E+03    0.6819707031E+03    0.5746220703E+03    0.4665205078E+03
    0.3598076172E+03    0.2543945312E+03    0.1559765625E+03    0.6421289062E+02
   -0.2107324219E+02   -0.9964843750E+02   -0.1682949219E+03   -0.2270869141E+03
   -0.2781083984E+03   -0.3214169922E+03   -0.3595703125E+03   -0.3924570312E+03
   -0.4205136719E+03   -0.4431103516E+03   -0.4564433594E+03   -0.4603994141E+03
   -0.4535263672E+03   -0.4359833984E+03   -0.4050722656E+03   -0.3609130859E+03
   -0.3029707031E+03   -0.2311474609E+03   -0.1510449219E+03   -0.6243652344E+02
    0.3460253906E+02    0.1401083984E+03    0.2524667969E+03    0.3715058594E+03
    0.4965029297E+03    0.6273125000E+03    0.7493281250E+03    0.8625878906E+03
    0.9666699219E+03    0.1061768555E+04    0.1144396484E+04    0.1214660156E+04
    0.1273408203E+04    0.1320492188E+04    0.1360567383E+04    0.1393366211E+04
    0.1419603516E+04    0.1439205078E+04    0.1459224609E+04    0.1479819336E+04
    0.1500798828E+04    0.1522335938E+04    0.1551900391E+04    0.1589491211E+04
    0.1633302734E+04    0.1683188477E+04    0.1726939453E+04    0.1764579102E+04
    0.1794633789E+04    0.1817267578E+04    0.1821750977E+04    0.1808191406E+04
    0.1778510742E+04    0.1732703125E+04    0.1682169922E+04    0.1626774414E+04
    0.1570457031E+04    0.1512753906E+04    0.1461076172E+04    0.1414764648E+04
    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.1269685547E+04
    0.1211385742E+04    0.1154170898E+04    0.1093285156E+04    0.1028600586E+04
    0.9583164062E+03    0.8823486328E+03    0.7977314453E+03    0.7044414062E+03
    0.6029189453E+03    0.4932109375E+03    0.3846357422E+03    0.2775273438E+03
    0.1743857422E+03    0.7552343750E+02   -0.1309570312E+02   -0.9178906250E+02
   -0.1610820312E+03   -0.2213447266E+03   -0.2724296875E+03   -0.3140986328E+03
   -0.3486923828E+03   -0.3766591797E+03   -0.4033300781E+03   -0.4282851562E+03
   -0.4517177734E+03   -0.4735605469E+03   -0.4875097656E+03   -0.4935566406E+03
   -0.4894238281E+03   -0.4752285156E+03   -0.4463164062E+03   -0.4029414062E+03
   -0.3448925781E+03   -0.2723222656E+03   -0.1906386719E+03   -0.9966699219E+02
    0.4365234375E+00    0.1099335938E+03    0.2283388672E+03    0.3556435547E+03
    0.4914511719E+03    0.6355117188E+03    0.7702978516E+03    0.8955937500E+03
    0.1010406250E+04    0.1114780273E+04    0.1202199219E+04    0.1272927734E+04
    0.1328116211E+04    0.1367992188E+04    0.1400005859E+04    0.1424105469E+04
    0.1441906250E+04    0.1453200195E+04    0.1469140625E+04    0.1489661133E+04
    0.1514618164E+04    0.1544094727E+04    0.1587187500E+04    0.1643965820E+04
    0.1711954102E+04    0.1790963867E+04    0.1863774414E+04    0.1930146484E+04
    0.1987567383E+04    0.2036060547E+04    0.2058359375E+04    0.2054710938E+04
    0.2027180664E+04    0.1976093750E+04    0.1914717773E+04    0.1843111328E+04
    0.1765787109E+04    0.1682117188E+04    0.1602845703E+04    0.1527437500E+04
    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.1252103516E+04
    0.1165114258E+04    0.1080103516E+04    0.9944013672E+03    0.9079619141E+03
    0.8188955078E+03    0.7271503906E+03    0.6301386719E+03    0.5279335938E+03
    0.4205195312E+03    0.3078808594E+03    0.1986250000E+03    0.9270117188E+02
   -0.7066406250E+01   -0.1003750000E+03   -0.1805205078E+03   -0.2473515625E+03
   -0.3010751953E+03   -0.3423359375E+03   -0.3745117188E+03   -0.3976376953E+03
   -0.4144736328E+03   -0.4251259766E+03   -0.4380585938E+03   -0.4533525391E+03
   -0.4713369141E+03   -0.4920000000E+03   -0.5074072266E+03   -0.5171455078E+03
   -0.5181328125E+03   -0.5101328125E+03   -0.4858466797E+03   -0.4453271484E+03
   -0.3883515625E+03   -0.3152011719E+03   -0.2314990234E+03   -0.1374462891E+03
   -0.3368847656E+02    0.7989160156E+02    0.2040039062E+03    0.3388320312E+03
    0.4845068359E+03    0.6410166016E+03    0.7881406250E+03    0.9257119141E+03
    0.1052119141E+04    0.1167206055E+04    0.1260500000E+04    0.1332043945E+04
    0.1383128906E+04    0.1414035156E+04    0.1435368164E+04    0.1447423828E+04
    0.1453107422E+04    0.1452464844E+04    0.1461612305E+04    0.1480406250E+04
    0.1508693359E+04    0.1546314453E+04    0.1604160156E+04    0.1682145508E+04
    0.1777117188E+04    0.1888957031E+04    0.1994724609E+04    0.2094113281E+04
    0.2183144531E+04    0.2261649414E+04    0.2304683594E+04    0.2312427734E+04
    0.2286820312E+04    0.2228289062E+04    0.2153047852E+04    0.2061487305E+04
    0.1959399414E+04    0.1846986328E+04    0.1737563477E+04    0.1631519531E+04
    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.1225146484E+04
    0.1111074219E+04    0.1000006836E+04    0.8910927734E+03    0.7843388672E+03
    0.6778662109E+03    0.5716640625E+03    0.4632724609E+03    0.3529140625E+03
    0.2399863281E+03    0.1245332031E+03    0.1462304688E+02   -0.9003222656E+02
   -0.1865478516E+03   -0.2749589844E+03   -0.3479394531E+03   -0.4050078125E+03
   -0.4456367188E+03   -0.4699804688E+03   -0.4845087891E+03   -0.4895166016E+03
   -0.4887900391E+03   -0.4819833984E+03   -0.4805468750E+03   -0.4848574219E+03
   -0.4962011719E+03   -0.5146289062E+03   -0.5304638672E+03   -0.5436494141E+03
   -0.5500488281E+03   -0.5493867188E+03   -0.5312412109E+03   -0.4952294922E+03
   -0.4408496094E+03   -0.3680195312E+03   -0.2827246094E+03   -0.1853359375E+03
   -0.7720117188E+02    0.4132910156E+02    0.1720761719E+03    0.3150722656E+03
    0.4710351562E+03    0.6402500000E+03    0.8000419922E+03    0.9506279297E+03
